feature_set,feature,source_feature_count,threshold_abs_r,component_id,component_size,component_features,pd_iqr,pd_mad,selection_rule,rank
pd_corr_reduced_all_090,tqwt_medianValue_dec_1,752.0,0.9,183.0,1.0,tqwt_medianValue_dec_1,1.2071666666666667e-06,6.241666666666667e-07,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_2,752.0,0.9,184.0,1.0,tqwt_medianValue_dec_2,1.0564833333333335e-06,5.549033333333334e-07,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_3,752.0,0.9,185.0,1.0,tqwt_medianValue_dec_3,3.2466666666666664e-07,1.5799999999999996e-07,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_4,752.0,0.9,186.0,1.0,tqwt_medianValue_dec_4,1.8542000000000002e-06,9.765399999999997e-07,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_5,752.0,0.9,187.0,1.0,tqwt_medianValue_dec_5,1.0168583333333334e-06,4.618333333333334e-07,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_6,752.0,0.9,188.0,1.0,tqwt_medianValue_dec_6,4.157333333333333e-06,1.9888333333330297e-06,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_7,752.0,0.9,189.0,1.0,tqwt_medianValue_dec_7,5.717666666666666e-06,2.8796333333333333e-06,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_8,752.0,0.9,190.0,1.0,tqwt_medianValue_dec_8,1.555833333333333e-06,8.733333333333434e-07,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_9,752.0,0.9,191.0,1.0,tqwt_medianValue_dec_9,1.7782416666666664e-05,8.958333333333332e-06,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_10,752.0,0.9,192.0,1.0,tqwt_medianValue_dec_10,2.4109999999999998e-05,1.055666666666667e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_11,752.0,0.9,193.0,1.0,tqwt_medianValue_dec_11,2.7292500000000003e-05,1.4486666666666668e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_12,752.0,0.9,194.0,1.0,tqwt_medianValue_dec_12,4.341666666666667e-06,2.0795000000000006e-06,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_13,752.0,0.9,195.0,1.0,tqwt_medianValue_dec_13,1.5849166666666664e-05,6.839999999999999e-06,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_14,752.0,0.9,196.0,1.0,tqwt_medianValue_dec_14,0.000263419166666575,0.0001267766666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_15,752.0,0.9,197.0,1.0,tqwt_medianValue_dec_15,0.00045592749999995004,0.0002229083333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_16,752.0,0.9,198.0,1.0,tqwt_medianValue_dec_16,8.08025e-05,3.9015e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_17,752.0,0.9,199.0,1.0,tqwt_medianValue_dec_17,0.00014171250000000356,7.374333333333332e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_18,752.0,0.9,200.0,1.0,tqwt_medianValue_dec_18,0.00026487249999995,0.00013379999999995002,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_19,752.0,0.9,201.0,1.0,tqwt_medianValue_dec_19,0.000825427499999925,0.00042196166666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_20,752.0,0.9,202.0,1.0,tqwt_medianValue_dec_20,0.000236898333333275,0.00012823833333325,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_21,752.0,0.9,203.0,1.0,tqwt_medianValue_dec_21,8.993833333333334e-05,4.732500000000002e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_22,752.0,0.9,204.0,1.0,tqwt_medianValue_dec_22,0.00017017166666659166,6.965166666666537e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_23,752.0,0.9,205.0,1.0,tqwt_medianValue_dec_23,0.00024075333333327498,0.00012515999999999997,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_24,752.0,0.9,206.0,1.0,tqwt_medianValue_dec_24,0.00024913666666659997,0.00015276499999994998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_25,752.0,0.9,207.0,1.0,tqwt_medianValue_dec_25,0.0005882200000000028,0.00015671999999995002,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_26,752.0,0.9,208.0,1.0,tqwt_medianValue_dec_26,0.000293449166666575,5.8063333333333364e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_27,752.0,0.9,209.0,1.0,tqwt_medianValue_dec_27,0.0012517508333332499,0.0006151333333332833,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_28,752.0,0.9,210.0,1.0,tqwt_medianValue_dec_28,0.000430986666666575,0.00020285999999998332,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_29,752.0,0.9,211.0,1.0,tqwt_medianValue_dec_29,0.0003025074999999,0.0001548216666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_30,752.0,0.9,212.0,1.0,tqwt_medianValue_dec_30,5.327500000000002e-05,2.91916666666667e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_31,752.0,0.9,213.0,1.0,tqwt_medianValue_dec_31,0.000353981666666525,0.00017585999999995,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_32,752.0,0.9,214.0,1.0,tqwt_medianValue_dec_32,0.00029153833333325004,0.00015131166666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_33,752.0,0.9,215.0,1.0,tqwt_medianValue_dec_33,0.0002799458333332667,0.00013895999999995,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_34,752.0,0.9,216.0,1.0,tqwt_medianValue_dec_34,0.000165635833333325,7.736833333333334e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_35,752.0,0.9,217.0,1.0,tqwt_medianValue_dec_35,0.00015017,7.647166666666666e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_medianValue_dec_36,752.0,0.9,218.0,2.0,tqwt_meanValue_dec_36;tqwt_medianValue_dec_36,0.014123161666666651,0.0026087883333332502,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_1,752.0,0.9,219.0,1.0,tqwt_meanValue_dec_1,3.1600000000000006e-21,1.6043333333333337e-21,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_2,752.0,0.9,220.0,1.0,tqwt_meanValue_dec_2,2.725416666666667e-21,1.431166666666667e-21,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_3,752.0,0.9,221.0,1.0,tqwt_meanValue_dec_3,2.4008333333333337e-21,1.2050000000000007e-21,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_4,752.0,0.9,222.0,1.0,tqwt_meanValue_dec_4,3.924750000000001e-21,2.001166666666667e-21,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_5,752.0,0.9,223.0,1.0,tqwt_meanValue_dec_5,2.4132333333333337e-21,1.0633333333333335e-21,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_6,752.0,0.9,224.0,1.0,tqwt_meanValue_dec_6,6.1959999999999994e-21,3.1260000000000007e-21,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_7,752.0,0.9,225.0,1.0,tqwt_meanValue_dec_7,9.265833333333334e-21,4.855e-21,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_8,752.0,0.9,226.0,1.0,tqwt_meanValue_dec_8,8.745833333333333e-21,4.146666666666667e-21,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_9,752.0,0.9,227.0,1.0,tqwt_meanValue_dec_9,1.4174108333333336e-20,7.182166666666667e-21,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_10,752.0,0.9,228.0,1.0,tqwt_meanValue_dec_10,1.5569166666666666e-20,7.796666666666668e-21,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_11,752.0,0.9,229.0,1.0,tqwt_meanValue_dec_11,2.3890250000000004e-20,1.1783333333333333e-20,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_12,752.0,0.9,230.0,1.0,tqwt_meanValue_dec_12,4.009933333333333e-20,1.9121666666666668e-20,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_13,752.0,0.9,231.0,1.0,tqwt_meanValue_dec_13,6.783591666666667e-20,3.152033333333333e-20,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_14,752.0,0.9,232.0,1.0,tqwt_meanValue_dec_14,1.2911583333333335e-19,7.476666666666665e-20,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_15,752.0,0.9,233.0,1.0,tqwt_meanValue_dec_15,1.994166666666667e-19,9.766666666666667e-20,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_16,752.0,0.9,234.0,1.0,tqwt_meanValue_dec_16,1.1178375000000002e-19,5.2258333333333327e-20,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_17,752.0,0.9,235.0,1.0,tqwt_meanValue_dec_17,1.4846666666666667e-19,7.406666666666668e-20,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_18,752.0,0.9,236.0,1.0,tqwt_meanValue_dec_18,4.584166666666667e-19,2.323333333333333e-19,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_19,752.0,0.9,237.0,1.0,tqwt_meanValue_dec_19,6.010083333333333e-19,2.9871666666666675e-19,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_20,752.0,0.9,238.0,1.0,tqwt_meanValue_dec_20,1.7949166666666666e-19,9.183333333333333e-20,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_21,752.0,0.9,239.0,1.0,tqwt_meanValue_dec_21,4.43725e-19,2.2334999999999995e-19,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_22,752.0,0.9,240.0,1.0,tqwt_meanValue_dec_22,5.6475e-19,2.87e-19,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_23,752.0,0.9,241.0,1.0,tqwt_meanValue_dec_23,6.864916666666666e-19,3.2735000000000003e-19,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_24,752.0,0.9,242.0,1.0,tqwt_meanValue_dec_24,3.1137500000000006e-19,1.6586e-19,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_25,752.0,0.9,243.0,1.0,tqwt_meanValue_dec_25,3.4441666666666663e-19,1.534e-19,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_26,752.0,0.9,244.0,1.0,tqwt_meanValue_dec_26,5.0249166666666665e-19,2.3709999999999997e-19,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_27,752.0,0.9,245.0,1.0,tqwt_meanValue_dec_27,3.6185e-19,1.9160666666666668e-19,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_28,752.0,0.9,246.0,1.0,tqwt_meanValue_dec_28,2.6928333333333333e-19,1.19305e-19,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_29,752.0,0.9,247.0,1.0,tqwt_meanValue_dec_29,1.1429166666666671e-19,5.842e-20,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_30,752.0,0.9,248.0,1.0,tqwt_meanValue_dec_30,1.1281666666666666e-19,5.878333333333333e-20,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_31,752.0,0.9,249.0,1.0,tqwt_meanValue_dec_31,1.283925e-19,6.578333333333333e-20,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_32,752.0,0.9,250.0,1.0,tqwt_meanValue_dec_32,2.0185e-19,1.0183333333333334e-19,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_33,752.0,0.9,251.0,1.0,tqwt_meanValue_dec_33,1.212375e-19,5.981666666666666e-20,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_34,752.0,0.9,252.0,1.0,tqwt_meanValue_dec_34,7.632083333333334e-20,3.9011666666666673e-20,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_meanValue_dec_35,752.0,0.9,253.0,1.0,tqwt_meanValue_dec_35,9.53375e-20,4.7233333333333335e-20,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_minValue_dec_21,752.0,0.9,254.0,3.0,tqwt_maxValue_dec_21;tqwt_minValue_dec_21;tqwt_stdValue_dec_21,0.3293250000000001,0.1594566666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_minValue_dec_23,752.0,0.9,255.0,3.0,tqwt_maxValue_dec_23;tqwt_minValue_dec_23;tqwt_stdValue_dec_23,0.3365958333333333,0.1690266666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_minValue_dec_1,752.0,0.9,256.0,2.0,tqwt_maxValue_dec_1;tqwt_minValue_dec_1,0.037795308333333305,0.0182151666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_1,752.0,0.9,257.0,2.0,tqwt_skewnessValue_dec_1;tqwt_skewnessValue_dec_2,0.906429575,0.4207475566666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_3,752.0,0.9,258.0,1.0,tqwt_skewnessValue_dec_3,0.0015355066667938242,0.0009289833333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_4,752.0,0.9,259.0,1.0,tqwt_skewnessValue_dec_4,0.03997307916666662,0.01956441666666655,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_5,752.0,0.9,260.0,1.0,tqwt_skewnessValue_dec_5,0.003868242499999925,0.0018505949999999675,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_6,752.0,0.9,261.0,1.0,tqwt_skewnessValue_dec_6,0.0308255583333332,0.01541459999999995,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_7,752.0,0.9,262.0,1.0,tqwt_skewnessValue_dec_7,0.028119511666666576,0.014533699999999952,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_8,752.0,0.9,263.0,1.0,tqwt_skewnessValue_dec_8,0.0009039683333347195,0.0003039666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_10,752.0,0.9,264.0,2.0,tqwt_skewnessValue_dec_10;tqwt_skewnessValue_dec_9,0.02050317499999995,0.010296239999999901,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_11,752.0,0.9,265.0,1.0,tqwt_skewnessValue_dec_11,0.04239434166666657,0.021462416666666602,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_12,752.0,0.9,266.0,1.0,tqwt_skewnessValue_dec_12,0.0013527533333342356,0.0008798099999999538,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_13,752.0,0.9,267.0,1.0,tqwt_skewnessValue_dec_13,0.00058037833333325,0.0003598666666665964,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_14,752.0,0.9,268.0,1.0,tqwt_skewnessValue_dec_14,0.0104553666666665,0.0048570333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_15,752.0,0.9,269.0,1.0,tqwt_skewnessValue_dec_15,0.009874699999999924,0.005041916666666582,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_16,752.0,0.9,270.0,1.0,tqwt_skewnessValue_dec_16,0.0008237291666666667,0.00031690833333329995,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_17,752.0,0.9,271.0,1.0,tqwt_skewnessValue_dec_17,0.0003049099999999,0.0001596224999999994,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_18,752.0,0.9,272.0,1.0,tqwt_skewnessValue_dec_18,0.000903619166666625,0.0003967666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_19,752.0,0.9,273.0,1.0,tqwt_skewnessValue_dec_19,0.00870599833333325,0.00435307166666655,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_20,752.0,0.9,274.0,1.0,tqwt_skewnessValue_dec_20,0.00086248916666655,0.00047694999999995,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_21,752.0,0.9,275.0,1.0,tqwt_skewnessValue_dec_21,0.000338272499999925,0.00015506666666664998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_22,752.0,0.9,276.0,1.0,tqwt_skewnessValue_dec_22,0.00028722416666661664,0.00012206666666659998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_23,752.0,0.9,277.0,1.0,tqwt_skewnessValue_dec_23,0.000467898333333175,0.00030625999999995,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_24,752.0,0.9,278.0,1.0,tqwt_skewnessValue_dec_24,0.00019494083333334764,6.530333333333425e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_25,752.0,0.9,279.0,1.0,tqwt_skewnessValue_dec_25,8.356250000000007e-05,2.9480000000000233e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_26,752.0,0.9,280.0,1.0,tqwt_skewnessValue_dec_26,0.00020407583333329168,7.444166666667118e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_27,752.0,0.9,281.0,1.0,tqwt_skewnessValue_dec_27,0.07142716666666662,0.037858050000000004,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_28,752.0,0.9,282.0,1.0,tqwt_skewnessValue_dec_28,0.20045964166666658,0.09429883333333325,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_29,752.0,0.9,283.0,1.0,tqwt_skewnessValue_dec_29,0.36301858333333326,0.17997050000000003,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_30,752.0,0.9,284.0,1.0,tqwt_skewnessValue_dec_30,0.01917122500000129,0.006654299999999901,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_33,752.0,0.9,285.0,3.0,tqwt_skewnessValue_dec_31;tqwt_skewnessValue_dec_32;tqwt_skewnessValue_dec_33,0.4675192416666667,0.22483683333333326,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_skewnessValue_dec_36,752.0,0.9,286.0,3.0,tqwt_skewnessValue_dec_34;tqwt_skewnessValue_dec_35;tqwt_skewnessValue_dec_36,1.8478508333333337,0.9635156666666668,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_1,752.0,0.9,287.0,6.0,tqwt_kurtosisValue_dec_1;tqwt_kurtosisValue_dec_2;tqwt_kurtosisValue_dec_3;tqwt_kurtosisValue_dec_4;tqwt_kurtosisValue_dec_5;tqwt_kurtosisValue_dec_6,525.264975,54.71443333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_7,752.0,0.9,288.0,1.0,tqwt_kurtosisValue_dec_7,9.268608333333333,2.656366666666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_8,752.0,0.9,289.0,1.0,tqwt_kurtosisValue_dec_8,5.041891666666666,1.6620833333333338,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_9,752.0,0.9,290.0,1.0,tqwt_kurtosisValue_dec_9,3.002716666666667,1.2405666666666662,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_10,752.0,0.9,291.0,1.0,tqwt_kurtosisValue_dec_10,2.6922666666666677,1.0811833333333336,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_11,752.0,0.9,292.0,1.0,tqwt_kurtosisValue_dec_11,5.202841666666664,1.7703499999999999,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_12,752.0,0.9,293.0,1.0,tqwt_kurtosisValue_dec_12,3.774466666666667,1.3549833333333332,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_13,752.0,0.9,294.0,1.0,tqwt_kurtosisValue_dec_13,1.1573916666666668,0.5865999999999998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_15,752.0,0.9,295.0,2.0,tqwt_kurtosisValue_dec_14;tqwt_kurtosisValue_dec_15,0.9362291666666667,0.44553333333333267,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_16,752.0,0.9,296.0,3.0,tqwt_kurtosisValue_dec_16;tqwt_kurtosisValue_dec_17;tqwt_kurtosisValue_dec_18,1.0987249999999995,0.5456499999999993,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_19,752.0,0.9,297.0,1.0,tqwt_kurtosisValue_dec_19,0.6734583333333335,0.32640000000000025,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_20,752.0,0.9,298.0,1.0,tqwt_kurtosisValue_dec_20,0.7262416666666671,0.35719999999999996,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_090,tqwt_kurtosisValue_dec_21,752.0,0.9,299.0,1.0,tqwt_kurtosisValue_dec_21,0.7390583333333338,0.3648166666666668,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
