feature,category,mean_pd,mean_healthy,median_pd,median_healthy,mannwhitney_u,p_mannwhitney,welch_t,p_welch,cohens_d,abs_cohens_d,cliffs_delta,abs_cliffs_delta,q_mannwhitney,q_welch,subject_level_std,subject_level_unique_count,subject_level_missing_count,is_constant,is_near_constant,q_mannwhitney_scientific,q_welch_scientific
std_MFCC_7th_coef,MFCC,0.32242260638297876,0.2732834375,0.3048116666666667,0.2646133333333333,8163.0,2.0279331725331486e-05,5.235155339110797,5.188341527713318e-07,0.6350916206487731,0.6350916206487731,0.3568816489361702,0.3568816489361702,8.026346030236461e-05,6.502721381400692e-06,0.07997889892321729,252,0,False,False,8.026e-05,6.503e-06
app_LT_entropy_shannon_4_coef,Wavelet,-65016.71904689717,-70009.61404010418,-65689.75436666666,-72012.35011666667,8160.0,2.08268833334707e-05,4.059611458472598,0.00010027860805786082,0.6356125594248665,0.6356125594248665,0.35638297872340424,0.35638297872340424,8.199903804591605e-05,0.0004309115043400648,8120.250870731071,252,0,False,False,8.200e-05,4.309e-04
tqwt_maxValue_dec_6,TQWT,0.03804556163120567,0.06138153541666666,0.030608166666666665,0.05056000000000001,3873.0,2.101250776482283e-05,-2.829559477106765,0.00602920821992023,-0.5713597614767733,0.5713597614767733,-0.3562167553191489,0.3562167553191489,8.22989887455561e-05,0.016077888586453946,0.0419294570171402,252,0,False,False,8.230e-05,1.608e-02
tqwt_energy_dec_25,TQWT,0.08976195180141844,0.04876412493229167,0.05730916666666666,0.01994345,8156.0,2.1578877966828923e-05,3.7168503610174586,0.00029294538485688927,0.4790145774914661,0.4790145774914661,0.355718085106383,0.355718085106383,8.364595995389356e-05,0.0010440517981629418,0.08709537976825013,252,0,False,False,8.365e-05,1.044e-03
tqwt_entropy_shannon_dec_36,TQWT,4.201206086808511,7.899216770833333,0.6752833333333335,3.6897,3876.0,2.1578877966828923e-05,-2.6126579019360703,0.010430802315108283,-0.40947160279946077,0.40947160279946077,-0.355718085106383,0.355718085106383,8.364595995389356e-05,0.026499876151896716,9.138155181902839,252,0,False,False,8.365e-05,2.650e-02
app_det_TKEO_mean_3_coef,Other,13471.718764539008,19360.91590677083,12135.650383333334,17862.925583333334,3883.0,2.2957455818051747e-05,-3.6488299756668563,0.000472152714454651,-0.6725005363416617,0.6725005363416617,-0.35455452127659576,0.35455452127659576,8.853336807782008e-05,0.0016066010917189933,9091.234366185774,252,0,False,False,8.853e-05,1.607e-03
IMF_SNR_SEO,Other,71.98543373936168,24.21952553125,27.298133333333332,10.966216666666668,8148.0,2.316110789472626e-05,4.69788740359208,4.351822362195331e-06,0.4418279350895619,0.4418279350895619,0.35438829787234044,0.35438829787234044,8.886302620833748e-05,4.0907130204636115e-05,109.66880282630231,252,0,False,False,8.886e-05,4.091e-05
tqwt_TKEO_mean_dec_17,TQWT,0.11062008968085107,0.16020728395833334,0.0451705,0.16496666666666665,3889.0,2.4205419384644657e-05,-2.76793851429237,0.006353691709505431,-0.3432371159636149,0.3432371159636149,-0.35355718085106386,0.35355718085106386,9.239835216879584e-05,0.01676482865104591,0.14550459877359254,252,0,False,False,9.240e-05,1.676e-02
IMF_SNR_entropy,Wavelet,13.77112524822695,8.400854062499999,11.333683333333333,6.3002,8134.0,2.6199035130345364e-05,4.498726967248507,1.312384313415275e-05,0.5438577495347986,0.5438577495347986,0.35206117021276595,0.35206117021276595,9.900338903527496e-05,9.968818219073605e-05,10.109117100601338,252,0,False,False,9.900e-05,9.969e-05
app_TKEO_std_4_coef,Other,136300.6082910461,194612.59710416666,125289.40233333333,184576.03603333334,3898.0,2.6199035130345364e-05,-3.8542211005246862,0.00023371350561637088,-0.7004179589814911,0.7004179589814911,-0.35206117021276595,0.35206117021276595,9.900338903527496e-05,0.0008573295425537118,86719.79275424565,252,0,False,False,9.900e-05,8.573e-04
tqwt_energy_dec_14,TQWT,0.03093150187943263,0.05851167374999999,0.022509666666666664,0.041585333333333335,3900.0,2.6662793682255412e-05,-4.126569228205553,9.175254351341586e-05,-0.7698056364868751,0.7698056364868751,-0.3517287234042553,0.3517287234042553,0.00010025210424528035,0.00042593881752011947,0.03765024376008143,252,0,False,False,1.003e-04,4.259e-04
meanPeriodPulses,Other,0.0065852878882978715,0.005698786083333333,0.0064813695000000004,0.0050944375,8125.0,2.834818789283978e-05,3.4343835708666366,0.0008756333148152013,0.5344266830498253,0.5344266830498253,0.3505651595744681,0.3505651595744681,0.00010605889201699261,0.002790153613309455,0.0016966578228028895,252,0,False,False,1.061e-04,2.790e-03
GQ_std_cycle_open,Other,35.1246640070922,23.9472109375,28.566566666666667,15.055250000000001,8124.0,2.8597071370690307e-05,3.2153381598097015,0.001648495436773219,0.42723565969173827,0.42723565969173827,0.3503989361702128,0.3503989361702128,0.00010646038450870846,0.004880584915171105,26.508550268314643,252,0,False,False,1.065e-04,4.881e-03
tqwt_kurtosisValue_dec_26,TQWT,6.917508953900708,41.76234010416667,1.9074833333333334,4.523933333333334,3914.5,3.0265951715918658e-05,-4.301471935812319,5.717294972924377e-05,-0.9834302082394015,0.9834302082394015,-0.34931848404255317,0.34931848404255317,0.00011211820537128488,0.00036435642539314674,38.412282103906236,250,0,False,False,1.121e-04,3.644e-04
app_LT_entropy_shannon_3_coef,Wavelet,-41992.766031471634,-45277.565622395836,-42423.34886666667,-46608.4369,8116.0,3.066427264956911e-05,4.019215635934008,0.00011569622359328923,0.6265065407242861,0.6265065407242861,0.3490691489361702,0.3490691489361702,0.00011303692662978417,0.0004699592648194402,5414.393480410599,252,0,False,False,1.130e-04,4.700e-04
app_LT_TKEO_std_1_coef,Wavelet,7.142081914893618,7.612045833333333,7.14195,7.6960500000000005,3918.0,3.120283635487476e-05,-3.645111560888719,0.000441640136621085,-0.5866288608324639,0.5866288608324639,-0.34873670212765956,0.34873670212765956,0.00011446113628715033,0.0015096062851775267,0.8237457785227763,252,0,False,False,1.145e-04,1.510e-03
app_entropy_log_5_coef,Wavelet,272.6545463652482,279.04693802083335,274.02840000000003,282.1302333333333,3933.0,3.5538241859186735e-05,-3.8472376344889745,0.00021126195647230324,-0.5890554032495714,0.5890554032495714,-0.3462433510638298,0.3462433510638298,0.0001291051105222629,0.0007826058683111922,11.161185617228073,252,0,False,False,1.291e-04,7.826e-04
tqwt_energy_dec_16,TQWT,0.07017047368794326,0.115920528125,0.05573478333333333,0.09739500000000001,3933.0,3.5538241859186735e-05,-4.086724551332281,9.598608047341897e-05,-0.6790241258433302,0.6790241258433302,-0.3462433510638298,0.3462433510638298,0.0001291051105222629,0.00042593881752011947,0.07000065783950658,252,0,False,False,1.291e-04,4.259e-04
tqwt_kurtosisValue_dec_19,TQWT,2.659453989361702,2.2419177083333333,2.4562166666666667,2.2192,8096.0,3.6471374537858095e-05,5.325249431265073,2.291913172424908e-07,0.5315942005469353,0.5315942005469353,0.34574468085106386,0.34574468085106386,0.00013185804640610235,3.1917013067843162e-06,0.8031524329368636,252,0,False,False,1.319e-04,3.192e-06
app_LT_entropy_shannon_2_coef,Wavelet,-29295.843792553194,-31651.09012552083,-29609.220233333333,-32598.47165,8093.0,3.7427739736681455e-05,3.999099857167754,0.00012385331410188921,0.6200464373077714,0.6200464373077714,0.34524601063829785,0.34524601063829785,0.00013466823101427968,0.0004980625251583994,3919.8348211064304,252,0,False,False,1.347e-04,4.981e-04
std_MFCC_6th_coef,MFCC,0.36149955673758866,0.2984678125,0.33197166666666666,0.2928466666666667,8089.0,3.873984460031419e-05,5.696737767080781,4.0326044729613555e-08,0.6120316356091681,0.6120316356091681,0.3445811170212766,0.3445811170212766,0.00013872553875922034,7.396386740651072e-07,0.10618404146703034,251,0,False,False,1.387e-04,7.396e-07
std_MFCC_11th_coef,MFCC,0.2664025265957447,0.23160989583333336,0.25912,0.22323333333333334,8086.0,3.9752683217408926e-05,4.777265609846034,4.176832996708691e-06,0.5907500285740274,0.5907500285740274,0.34408244680851063,0.34408244680851063,0.00014167780938147636,3.975922042436627e-05,0.06058489562742171,252,0,False,False,1.417e-04,3.976e-05
app_LT_entropy_shannon_1_coef,Wavelet,-22042.508872429076,-23878.95549479167,-22287.27736666667,-24610.392066666667,8083.0,4.079048330114668e-05,3.9852866261534423,0.000129904749601436,0.6163052016843512,0.6163052016843512,0.3435837765957447,0.3435837765957447,0.00014469077095501088,0.0005168696915358724,3073.6849075515656,252,0,False,False,1.447e-04,5.169e-04
tqwt_energy_dec_11,TQWT,0.0011846489982269503,0.005037193541666667,0.0006406383333333333,0.0013490116666666668,3952.0,4.1853958333873663e-05,-2.9532236819593924,0.004387927854276476,-0.7082372471115113,0.7082372471115113,-0.34308510638297873,0.34308510638297873,0.00014776608763884035,0.012042780096408431,0.005671576828616317,252,0,False,False,1.478e-04,1.204e-02
VFER_mean,Other,0.001383296436170213,0.0029825503125000003,0.000955285,0.0014962666666666668,3957.0,4.368509817650802e-05,-3.608691386821932,0.0005639469331538319,-0.730004619722644,0.730004619722644,-0.34225398936170215,0.34225398936170215,0.00015351025153614034,0.0018682294878047648,0.002290384179564767,252,0,False,False,1.535e-04,1.868e-03
tqwt_minValue_dec_6,TQWT,-0.0382256930496454,-0.061258569270833334,-0.030166666666666668,-0.050215333333333334,8073.0,4.44386220669282e-05,2.742785765520996,0.00767426358059079,0.5536721356357753,0.5536721356357753,0.3419215425531915,0.3419215425531915,0.0001554318316015349,0.01996901803669299,0.042630483332259286,252,0,False,False,1.554e-04,1.997e-02
tqwt_entropy_log_dec_5,TQWT,-841091.5852054078,-744651.0283307292,-819617.73755,-739343.20665,3960.0,4.48199911191447e-05,-5.014141327661721,1.1648450075428485e-06,-0.5512470769260209,0.5512470769260209,-0.34175531914893614,0.34175531914893614,0.00015603996908146675,1.2215232122407808e-05,179239.26646199767,252,0,False,False,1.560e-04,1.222e-05
tqwt_energy_dec_7,TQWT,0.0006048014539007092,0.0016037934375,0.0002761516666666667,0.0006406633333333333,3966.0,4.717404463028495e-05,-2.0577483433531856,0.04358673135107876,-0.47569528794570126,0.47569528794570126,-0.34075797872340424,0.34075797872340424,0.0001634787168754575,0.08980060815345542,0.002136437650228028,251,0,False,False,1.635e-04,8.980e-02
locDbShimmer,Shimmer,0.6461598742021277,0.4909375,0.5675,0.40249999999999997,8059.5,4.985541562001604e-05,3.3061334355710645,0.0012741737144876006,0.4730284824904846,0.4730284824904846,0.3396775265957447,0.3396775265957447,0.0001719783144323489,0.003848106961022794,0.33375170794214315,244,0,False,False,1.720e-04,3.848e-03
tqwt_entropy_shannon_dec_35,TQWT,1.003061042322695,3.186580721354167,0.07550366666666666,0.7668733333333333,3979.0,5.268339215823978e-05,-2.619837131061855,0.010838303004699712,-0.5733537209424501,0.5733537209424501,-0.3385970744680851,0.3385970744680851,0.00018090370275340785,0.027258875784395262,3.910448067496541,252,0,False,False,1.809e-04,2.726e-02
app_TKEO_std_3_coef,Other,58502.32543430851,84068.29865885415,53331.96058333333,77077.66728333333,3985.0,5.542685617707248e-05,-3.468865835007581,0.0008626411939234413,-0.6591343004175747,0.6591343004175747,-0.33759973404255317,0.33759973404255317,0.00018945907202344776,0.002760451820555012,40203.81669140676,252,0,False,False,1.895e-04,2.760e-03
RPDE,Nonlinear,0.5088944946808509,0.43080723958333333,0.5102483333333334,0.4141266666666667,8040.0,5.879858535785043e-05,4.408142509582777,2.443212932458214e-05,0.6358772295130634,0.6358772295130634,0.33643617021276595,0.33643617021276595,0.00020007482438508383,0.00017498058335319781,0.126949011671002,252,0,False,False,2.001e-04,1.750e-04
app_entropy_log_4_coef,Wavelet,336.10238173758864,344.3598619791667,338.0262333333333,348.25481666666667,3997.0,6.132490998438872e-05,-3.6744874086822863,0.0003790364868011476,-0.5471203466570032,0.5471203466570032,-0.33560505319148937,0.33560505319148937,0.0002077312266137852,0.0013257462236021533,15.456340841359056,252,0,False,False,2.077e-04,1.326e-03
tqwt_energy_dec_15,TQWT,0.04458471065602836,0.08092732708333333,0.03433766666666666,0.055357500000000004,4002.0,6.395377030332123e-05,-4.206347353374321,6.90578380552897e-05,-0.7860372494138236,0.7860372494138236,-0.3347739361702128,0.3347739361702128,0.00021566473214393525,0.00039554622385086464,0.04869269130014433,252,0,False,False,2.157e-04,3.955e-04
app_LT_entropy_log_6_coef,Wavelet,125.90683031914894,126.91979791666668,126.20713333333333,127.46506666666667,4007.0,6.668905834323702e-05,-3.510692993521519,0.000664793243856215,-0.5254766807364891,0.5254766807364891,-0.33394281914893614,0.33394281914893614,0.00022388469586658144,0.002183076503842243,1.970023928455464,252,0,False,False,2.239e-04,2.183e-03
meanHarmToNoiseHarmonicity,HNR / Harmonicity,18.173152482269504,20.874354166666667,18.282833333333336,21.891666666666666,4018.0,7.310137646061633e-05,-3.8128940440742833,0.00022084192230431674,-0.5309030194961828,0.5309030194961828,-0.33211436170212766,0.33211436170212766,0.00024323997831143134,0.0008140839488865009,5.202318210405596,252,0,False,False,2.432e-04,8.141e-04
tqwt_TKEO_mean_dec_36,TQWT,0.013474214902482271,0.026474815,0.00018730833333333334,0.004393916666666667,4018.0,7.310137646061633e-05,-1.5889647704597405,0.11590382514095829,-0.2805427892673769,0.2805427892673769,-0.33211436170212766,0.33211436170212766,0.00024323997831143134,0.20175851043055704,0.046502224912572054,252,0,False,False,2.432e-04,2.018e-01
app_det_TKEO_mean_2_coef,Other,4363.176560638298,6271.7914328125,3861.5549666666666,5579.887650000001,4020.0,7.432819998457196e-05,-3.0574422772185796,0.00309010767178343,-0.5897729592549102,0.5897729592549102,-0.331781914893617,0.331781914893617,0.0002462326272616657,0.00886931667626389,3328.660045130267,252,0,False,False,2.462e-04,8.869e-03
app_LT_entropy_log_7_coef,Wavelet,129.60905230496456,130.52739479166667,129.87328333333335,131.05658333333332,4021.0,7.49488890229451e-05,-3.36892743379395,0.0010834849436124228,-0.5234985949380718,0.5234985949380718,-0.3316156914893617,0.3316156914893617,0.0002471998444967312,0.0033392650721169753,1.792407678187814,252,0,False,False,2.472e-04,3.339e-03
std_MFCC_10th_coef,MFCC,0.28142225177304964,0.24464723958333334,0.27093,0.240345,7989.0,8.990990702184464e-05,4.682765998431338,6.2764439004591005e-06,0.579771883226928,0.579771883226928,0.3279587765957447,0.3279587765957447,0.0002952500003512104,5.505529926437743e-05,0.06517429308432153,252,0,False,False,2.953e-04,5.506e-05
tqwt_TKEO_mean_dec_35,TQWT,0.002151045335106383,0.00902387375,7.036666666666665e-05,0.0008119133333333334,4044.0,9.065261108612337e-05,-2.174486938398212,0.033183540789623614,-0.4829585284754932,0.4829585284754932,-0.32779255319148937,0.32779255319148937,0.00029639462407289027,0.06989922317590183,0.014486362773584768,251,0,False,False,2.964e-04,6.990e-02
tqwt_stdValue_dec_35,TQWT,0.018995171879432622,0.040016459374999994,0.006137666666666667,0.021985499999999998,4046.0,9.215627874669973e-05,-2.8329680279620906,0.0059395980857254935,-0.5570344893639179,0.5570344893639179,-0.32746010638297873,0.32746010638297873,0.00029994177343539393,0.015895294521229793,0.03868550234345735,252,0,False,False,2.999e-04,1.590e-02
locShimmer,Shimmer,0.07157286348581561,0.055572916666666666,0.062335,0.04558166666666666,7985.5,9.253522797474918e-05,2.994996182996896,0.0033942549773118996,0.4322303625876292,0.4322303625876292,0.3273769946808511,0.3273769946808511,0.00029994177343539393,0.009534099803651101,0.037521988662524014,250,0,False,False,2.999e-04,9.534e-03
app_entropy_log_3_coef,Wavelet,464.40433741134746,476.2491395833333,467.44696666666664,482.59984999999995,4051.0,9.601844014817751e-05,-3.4148950638414957,0.0008999095961785659,-0.49677334561978514,0.49677334561978514,-0.32662898936170215,0.32662898936170215,0.00030989642485592056,0.002831514712662266,24.301883254682373,252,0,False,False,3.099e-04,2.832e-03
tqwt_kurtosisValue_dec_23,TQWT,2.1841619680851063,2.153136458333333,2.08865,1.8533,7971.0,0.00010420549359374434,0.12406683997971059,0.9016245615560605,0.026782991919293446,0.026782991919293446,0.3249667553191489,0.3249667553191489,0.0003348826118910074,0.9419446179345121,1.1538764671335853,251,0,False,False,3.349e-04,9.419e-01
app_TKEO_std_2_coef,Other,23602.531730939718,34079.842814062504,21267.782933333336,30621.6624,4070.0,0.00011213372010282204,-3.167844149344364,0.002231574743414238,-0.6218482090460304,0.6218482090460304,-0.3234707446808511,0.3234707446808511,0.0003588279043290305,0.006555250808779325,17390.318268289604,252,0,False,False,3.588e-04,6.555e-03
tqwt_entropy_shannon_dec_34,TQWT,1.1734905947695036,4.093898118229166,0.09693383333333333,0.8019966666666667,4076.0,0.00011773145805983045,-2.5147547742330403,0.01431440770181256,-0.562141695824136,0.562141695824136,-0.3224734042553192,0.3224734042553192,0.00037514430703810376,0.03447108584742679,5.328345081904087,252,0,False,False,3.751e-04,3.447e-02
tqwt_TKEO_std_dec_17,TQWT,0.07764030134751772,0.10581708489583333,0.040618166666666664,0.110406,4077.0,0.00011868965711188582,-2.618107104842588,0.009677322720865921,-0.31381188100256446,0.31381188100256446,-0.32230718085106386,0.32230718085106386,0.0003766017812157727,0.024752879884663855,0.09026884386726046,252,0,False,False,3.766e-04,2.475e-02
tqwt_entropy_shannon_dec_5,TQWT,13.253273866436171,27.104168833333333,3.372416666666667,10.003616666666666,4083.0,0.0001245950588864166,-1.6401943009844921,0.10540270106193901,-0.34029670602503126,0.34029670602503126,-0.3213098404255319,0.3213098404255319,0.00039203131498989657,0.18614481959212673,40.98641988734852,252,0,False,False,3.920e-04,1.861e-01
tqwt_stdValue_dec_36,TQWT,0.050174505992907806,0.08054465416666667,0.011335533333333333,0.04947966666666667,4083.0,0.0001245950588864166,-2.2899501719621993,0.02429079168534984,-0.3672046108629307,0.3672046108629307,-0.3213098404255319,0.3213098404255319,0.00039203131498989657,0.053567962895551546,0.08343143958614506,252,0,False,False,3.920e-04,5.357e-02
app_LT_entropy_log_5_coef,Wavelet,134.19015966312057,135.340225,134.62341666666669,135.93928333333335,4089.0,0.00013077664627600524,-3.0778277420747933,0.002617708490179435,-0.43672794977789364,0.43672794977789364,-0.3203125,0.3203125,0.0004080665477159998,0.007571218402365135,2.6702415358790104,252,0,False,False,4.081e-04,7.571e-03
tqwt_stdValue_dec_5,TQWT,0.0036225527836879438,0.005809298802083333,0.0022914166666666664,0.004111683333333333,4089.0,0.00013077664627600524,-2.5038271583908536,0.014317916142393833,-0.4532660142176389,0.4532660142176389,-0.3203125,0.3203125,0.0004080665477159998,0.03447108584742679,0.004898604406187288,252,0,False,False,4.081e-04,3.447e-02
meanIntensity,Intensity,72.94669011777482,77.07241457223958,75.49482550666667,78.18353431166668,4092.0,0.00013397474072838328,-6.273157975838926,1.5778001324791211e-09,-0.6190075092841321,0.6190075092841321,-0.31981382978723405,0.31981382978723405,0.0004163182025939844,4.563483460093458e-08,6.877177102762645,252,0,False,False,4.163e-04,4.563e-08
IMF_NSR_TKEO,Other,11.395240602836878,14.345134895833333,8.74985,12.09355,4100.0,0.0001428670195847355,-2.573874593706279,0.011375625126091103,-0.36878669475942516,0.36878669475942516,-0.3184840425531915,0.3184840425531915,0.0004421234515544078,0.028420166427975114,8.069920087947933,252,0,False,False,4.421e-04,2.842e-02
meanAutoCorrHarmonicity,HNR / Harmonicity,0.9573058023049646,0.9738299270833333,0.9789410833333334,0.9899748333333334,4105.0,0.00014870388248010614,-2.3102335455440244,0.02215957160421068,-0.27931547430995074,0.27931547430995074,-0.3176529255319149,0.3176529255319149,0.0004564298760205707,0.04930176877623205,0.05936149591717223,252,0,False,False,4.564e-04,4.930e-02
app_entropy_log_1_coef,Wavelet,1168.290360815603,1202.1010770833334,1177.2563166666666,1221.70305,4105.0,0.00014870388248010614,-3.2484560296724534,0.0015225431203670927,-0.45701038116112386,0.45701038116112386,-0.3176529255319149,0.3176529255319149,0.0004564298760205707,0.00452550366211879,75.14350701975715,252,0,False,False,4.564e-04,4.526e-03
meanNoiseToHarmHarmonicity,HNR / Harmonicity,0.05725565868794326,0.033169546875,0.022216,0.010467666666666667,7925.0,0.00015110090247721304,2.1910112520517933,0.029717201918220623,0.25065469580128685,0.25065469580128685,0.31732047872340424,0.31732047872340424,0.00046190194578400083,0.0631280673517003,0.09628323015426693,252,0,False,False,4.619e-04,6.313e-02
app_entropy_log_2_coef,Wavelet,702.640917109929,721.5836145833333,707.8877333333332,732.3642166666666,4110.0,0.00015476473013577847,-3.295510942685569,0.0013133349939780704,-0.46758424056071785,0.46758424056071785,-0.3168218085106383,0.3168218085106383,0.00046928660105687665,0.003950511661886036,41.184581713594554,252,0,False,False,4.693e-04,3.951e-03
tqwt_maxValue_dec_1,TQWT,0.03813366214539007,0.05213714739583333,0.03469961666666667,0.04989133333333333,4110.0,0.00015476473013577847,-3.7617397347648978,0.0002758484233688822,-0.5504992098908816,0.5504992098908816,-0.3168218085106383,0.3168218085106383,0.00046928660105687665,0.0009925263845617196,0.02605954851684779,252,0,False,False,4.693e-04,9.925e-04
tqwt_energy_dec_29,TQWT,0.005900693374113475,0.0015533988697916667,0.00017075333333333337,5.1916666666666664e-05,7915.0,0.00016364144479851298,1.7713700879325303,0.07791909601567144,0.1546243192401377,0.1546243192401377,0.3156582446808511,0.3156582446808511,0.0004942103071826577,0.14546778958882947,0.028067276410913056,252,0,False,False,4.942e-04,1.455e-01
tqwt_TKEO_mean_dec_34,TQWT,0.001969414088652482,0.011044060000000001,7.712333333333333e-05,0.0008419216666666668,4123.0,0.00017162867352626604,-2.146454147446352,0.0355551819303991,-0.5007354403192859,0.5007354403192859,-0.3146609042553192,0.3146609042553192,0.0005162590499670082,0.07447770699626775,0.018477713690529016,251,0,False,False,5.163e-04,7.448e-02
tqwt_entropy_log_dec_26,TQWT,-5989.9797175886515,-8923.841221875002,-4884.4697,-8655.298266666667,7905.0,0.00017715650015704798,4.0371694312886595,0.00011623992454310621,0.680788961252923,0.680788961252923,0.31399601063829785,0.31399601063829785,0.0005307636976816737,0.0004699592648194402,4478.311167618668,252,0,False,False,5.308e-04,4.700e-04
mean_MFCC_3rd_coef,MFCC,0.4081466904255319,-0.43113033854166666,0.5488183333333334,-0.7272106666666667,7904.0,0.00017856375985222453,4.034385806105505,9.444632430849306e-05,0.5417316393101372,0.5417316393101372,0.31382978723404253,0.31382978723404253,0.000532856934162194,0.00042593881752011947,1.5857431583700954,251,0,False,False,5.329e-04,4.259e-04
tqwt_stdValue_dec_34,TQWT,0.018610691773049647,0.04209906770833333,0.006664133333333334,0.02008,4136.0,0.00019021101080255335,-2.7545273834130977,0.007477839084935424,-0.5767582161786228,0.5767582161786228,-0.3125,0.3125,0.0005653702771680637,0.01952546872177583,0.041831552689495,252,0,False,False,5.654e-04,1.953e-02
tqwt_meanValue_dec_36,TQWT,-0.005921327611702127,-0.00305248359375,-0.0023456166666666668,-0.0004357816666666667,4137.0,0.00019171605658606158,-2.536855693669674,0.012833404167128873,-0.4031859231951034,0.4031859231951034,-0.3123337765957447,0.3123337765957447,0.000567600293514639,0.03164170470059316,0.007196318312881078,252,0,False,False,5.676e-04,3.164e-02
tqwt_TKEO_mean_dec_5,TQWT,5.47758497e-05,0.00014202578125,8.948333333333334e-06,3.066666666666667e-05,4154.0,0.00021907779949818695,-1.369142026083583,0.17546455004527003,-0.30045183453221586,0.30045183453221586,-0.30950797872340424,0.30950797872340424,0.0006460647263632807,0.28560463557152177,0.0002917237353533592,252,0,False,False,6.461e-04,2.856e-01
app_LT_entropy_log_4_coef,Wavelet,156.3092471631206,157.79055625,156.94973333333334,158.73938333333334,4167.0,0.00024243083664088127,-2.653862544776048,0.00896949188937438,-0.35357148144315237,0.35357148144315237,-0.3073470744680851,0.3073470744680851,0.000709371517004791,0.023178893129929667,4.222423204185521,251,0,False,False,7.094e-04,2.318e-02
tqwt_entropy_log_dec_28,TQWT,-7136.504479166665,-8641.012770833333,-7634.880316666667,-9315.85425,7865.0,0.00024243148918913734,3.737347664365525,0.0002894374711419287,0.5207615999288451,0.5207615999288451,0.3073470744680851,0.3073470744680851,0.000709371517004791,0.0010364618014225258,2951.1453926890817,252,0,False,False,7.094e-04,1.036e-03
apq5Shimmer,Shimmer,0.04356186354609929,0.034238177083333335,0.037145,0.027193333333333333,7856.5,0.00025894152394183187,2.7900678637504006,0.006196386447687181,0.3977509544141443,0.3977509544141443,0.3059341755319149,0.3059341755319149,0.0007547442868382076,0.016465309571239435,0.023697910591854162,250,0,False,False,7.547e-04,1.647e-02
tqwt_stdValue_dec_27,TQWT,0.21071072358156026,0.10450231822916667,0.0688205,0.017490449999999998,7852.0,0.0002681055026590568,3.3386967612471574,0.0009912577086402471,0.3562717140349399,0.3562717140349399,0.30518617021276595,0.30518617021276595,0.0007784375984540954,0.0031059408204061074,0.300502762526528,252,0,False,False,7.784e-04,3.106e-03
tqwt_medianValue_dec_36,TQWT,-0.005900577783687943,-0.002956643645833333,-0.002384625,-0.0005270666666666666,4182.5,0.0002733255556482598,-2.526199638748263,0.013211912315998392,-0.40294885820255444,0.40294885820255444,-0.30477061170212766,0.30477061170212766,0.000790541607105736,0.03236272984244557,0.0073888910563004425,251,0,False,False,7.905e-04,3.236e-02
std_MFCC_12th_coef,MFCC,0.2523552393617021,0.226854375,0.24542333333333333,0.21409666666666669,7847.0,0.00027864148795400125,3.464233770039638,0.0007451212968239592,0.4834681528887625,0.4834681528887625,0.30435505319148937,0.30435505319148937,0.0008028291147180419,0.002415053955823957,0.05369579516410517,251,0,False,False,8.028e-04,2.415e-03
tqwt_entropy_log_dec_18,TQWT,-25920.219367907797,-19723.1271375,-23638.47511666667,-19678.109566666666,4188.0,0.0002851492350879265,-5.263827604016215,3.5881460088441286e-07,-0.5777821862558795,0.5777821862558795,-0.3038563829787234,0.3038563829787234,0.000818443606053896,4.652216894225491e-06,11018.302519649656,252,0,False,False,8.184e-04,4.652e-06
app_det_TKEO_mean_1_coef,Other,1302.8740322695035,1900.1558031250001,1109.2331,1599.6954999999998,4195.0,0.0003008900713499533,-2.2943284766880705,0.02475635808079163,-0.47889131149991426,0.47889131149991426,-0.30269281914893614,0.30269281914893614,0.0008603396716926422,0.05411855022312589,1269.172406493931,252,0,False,False,8.603e-04,5.412e-02
VFER_NSR_SEO,Other,1.2554553191489362,1.297791145833333,1.2503833333333334,1.3004666666666667,4201.5,0.00031622612058025966,-3.633617021486608,0.0004396780280275581,-0.5470136402834208,0.5470136402834208,-0.3016123670212766,0.3016123670212766,0.0009007653131680123,0.0015096062851775267,0.07925876800694658,245,0,False,False,9.008e-04,1.510e-03
tqwt_entropy_shannon_dec_18,TQWT,542.9354896985816,744.6543020833333,511.50693333333334,724.1159833333334,4204.0,0.0003223252041539167,-4.09571536539372,7.208159497132038e-05,-0.5311688925567469,0.5311688925567469,-0.3011968085106383,0.3011968085106383,0.000914673786882058,0.00040152118087728093,388.31125490265174,252,0,False,False,9.147e-04,4.015e-04
tqwt_energy_dec_8,TQWT,0.001048290425531915,0.002506453697916667,0.000539395,0.0011874633333333333,4206.0,0.00032727880979334124,-2.2931360200108277,0.024991398544514626,-0.5153205329000662,0.5153205329000662,-0.30086436170212766,0.30086436170212766,0.0009252393419721526,0.054322607680862986,0.0028889583979849224,252,0,False,False,9.252e-04,5.432e-02
tqwt_maxValue_dec_5,TQWT,0.03788411455673758,0.05588373906250001,0.029224,0.048580000000000005,4209.0,0.00033484296739422486,-2.485780081180534,0.015068272467079254,-0.462307330981323,0.462307330981323,-0.3003656914893617,0.3003656914893617,0.0009430783201515247,0.03597251077855111,0.03956306555114057,252,0,False,False,9.431e-04,3.597e-02
app_LT_entropy_log_1_coef,Wavelet,424.06717562056735,430.2126020833333,426.8285916666666,435.4218333333333,4211.0,0.0003399762835375222,-2.3035459987308196,0.022743182295215672,-0.29608635450194015,0.29608635450194015,-0.3000332446808511,0.3000332446808511,0.00095396330306051,0.05045095305605364,20.84533933473774,252,0,False,False,9.540e-04,5.045e-02
